Date,Open,High,Low,Close,Volume,SMA_10,SMA_50,Daily_Return,Volatility
2020-04-09,543.0866484415843,551.4968858405396,533.6922622821191,545.7484130859375,33032857,498.0986053466797,568.9969049072265,0.02331918481848483,0.06464119817523231
2020-04-13,538.590786977077,543.534047096568,527.8766572382242,531.969970703125,23673784,502.8808166503906,566.1571087646485,-0.025246875762592214,0.05077147570585084
2020-04-15,535.5040393591676,552.928454098454,511.32460598764607,514.3889770507812,35321842,506.6229248046875,563.2770501708984,-0.033048846026226375,0.052093828729675835
2020-04-16,514.3889290016788,531.2094028193618,512.2192985890305,522.53076171875,37455706,511.2060577392578,560.4873553466797,0.015828069867766636,0.05202616137845217
2020-04-17,543.9813374764348,550.2442808995188,533.535612903734,547.5601196289062,33269335,519.8645690917969,558.5212371826171,0.04790025725533886,0.05080720329393901
2020-04-20,548.4549490845818,562.3228590945811,537.7184814324796,556.4178466796875,36030932,525.6824035644531,557.0194744873047,0.016176720570490577,0.04586250971331089
2020-04-21,541.2972622124873,560.0860954670951,520.719067459836,553.5324096679688,61371628,532.7013763427734,555.6939678955079,-0.005185737713010119,0.04398060737684135
2020-04-22,590.5061043699907,619.5393292310587,581.5590584712065,610.0106811523438,142683366,545.5023864746094,555.1320916748047,0.10203245645228431,0.051291909625924614
2020-04-23,611.6882791292506,619.9643142606366,605.4029383592604,613.2763671875,65464502,552.874755859375,554.4378009033203,0.005353489924122545,0.03921777294464425
2020-04-24,603.9937855419026,668.7705176942633,602.6741016877038,633.8993530273438,134986308,562.9334899902344,554.0727618408204,0.03362755674806328,0.03860018336979479
2020-04-27,641.5043758770541,659.8458688421625,636.5835122845931,639.6031494140625,58482901,572.3189636230469,554.0378680419922,0.008997952686777166,0.03864966138499293
2020-04-28,648.6620459031445,651.1000807620374,622.7826591494636,638.8873901367188,78453401,583.0107055664063,553.9712127685547,-0.0011190677813257555,0.036433587731788245
2020-04-29,646.3805532770238,650.2948710877204,635.2414197546999,638.3505249023438,37494672,595.4068603515625,553.7403790283203,-0.0008403127728974225,0.032530067774206486
2020-04-30,650.4290406318744,668.770532341543,643.3161499559969,655.8196411132812,71345899,608.7357482910156,553.7019061279296,0.02736602466741922,0.03248049264149468
2020-05-04,644.1885533507939,655.3723616641694,634.100699124361,642.041259765625,53456868,618.1838623046875,553.3534197998047,-0.02100940637317128,0.03398722557143243
2020-05-05,650.3172243173109,661.6352335022636,647.409392668105,653.42626953125,44903763,627.8847045898438,553.1122943115234,0.017732520445463473,0.03398893888838179
2020-05-06,654.9248941405343,664.2969422025669,646.6488596777011,653.4710083007812,40489094,637.878564453125,552.9557196044922,6.846796894666163e-05,0.033652043297544725
2020-05-07,650.8987159981552,677.1359713581347,646.4251935136327,674.138671875,50026966,644.2913635253906,553.309574584961,0.03162751416923726,0.017355801463051247
2020-05-08,691.1605298647231,706.7731256998821,687.6264217526766,698.6760864257812,84262770,652.8313354492187,553.8285040283204,0.036398170843002786,0.019086659776868815
2020-05-11,706.817841580586,722.475230772329,703.3732613494101,705.3863525390625,67085063,659.9800354003906,554.6413446044921,0.009604259031690932,0.017703479899097326
2020-05-12,700.0181429966896,701.6062908611085,655.372320874391,661.7470703125,100683202,662.1944274902344,554.948228149414,-0.061865787549590934,0.029073335576705096
2020-05-13,689.5833490177412,689.5833490177412,656.6169951579172,675.7871704101562,66430125,665.8844055175781,555.791353149414,0.021216716669445912,0.029508480290727754
2020-05-14,663.3909205122524,675.9000855316069,645.8013667337839,648.4657592773438,49266771,666.8959289550781,556.3063580322265,-0.04042901719520697,0.03298358463530164
2020-05-15,652.1010439801705,662.3522442657764,639.0499950684349,659.0556030273438,62152260,667.2195251464843,557.0846063232422,0.016330613603718236,0.032218991621745505
2020-05-18,663.8426273750064,669.2617172227509,644.8756934578628,650.6334838867188,62796089,668.0787475585937,558.2097637939453,-0.012779072208685238,0.03169609570228207
2020-05-19,657.9718729953,660.0943806330317,633.6987303989603,636.2501831054688,42315854,666.3611389160156,559.1590924072266,-0.02210661015373483,0.03197218526578352
2020-05-20,636.7468651669092,653.3881033587526,629.0697531498768,647.4496459960938,55320985,665.7590026855469,560.0935247802735,0.01760229417296455,0.03258492876381247
2020-05-21,648.0367074472184,659.9813507786306,643.5207801115246,650.8591918945312,39167981,663.4310546875,561.1243292236328,0.005266117480366983,0.03071506215350858
2020-05-22,655.6236787750627,658.4235281412857,644.1983415471118,646.4788818359375,37828973,658.2113342285156,562.3229669189453,-0.006730042554739746,0.027406108404684198
2020-05-26,653.9751868958597,654.6751640177939,639.5919112653286,643.091796875,33216635,651.9818786621094,563.8130889892578,-0.005239281678186436,0.026778243236920164
2020-05-27,646.2303793438942,656.61703698639,637.6501047337907,652.8010864257812,35667956,651.0872802734375,566.9007421875,0.0150978283317591,0.020076953893402003
2020-05-28,657.0685886567666,668.2455271815335,654.359044090917,664.8585815429688,40126278,649.9944213867187,569.8770300292969,0.018470396829767477,0.019752760364847785
2020-05-29,662.9393746004914,664.7457577060809,656.007450356248,661.3136596679688,40022527,651.2792114257812,573.5925756835937,-0.005331843452743179,0.014469068097483419
2020-06-01,668.358459270055,694.7089545568629,666.5295002853659,686.5802612304688,39943702,654.0316772460938,577.4349932861328,0.03820668330847088,0.018071915584569748
2020-06-02,689.1317954741431,695.4541060723005,686.7834677262479,693.51220703125,22153960,658.3195495605469,582.2177062988281,0.010096337154170465,0.017099084678269944
2020-06-03,697.7121144364211,704.4860062831307,692.4509975159605,696.1992797851562,25381289,664.3144592285156,587.1230535888672,0.003874586094755106,0.013947266336634848
2020-06-04,697.2604674305974,717.8080227909754,695.9057249087699,713.4275512695312,34202350,670.9122497558594,592.7263745117187,0.0247461782633438,0.014597180889004944
2020-06-05,720.2917701242513,730.6784284128001,710.672817206594,714.2855834960938,33076685,677.2548889160156,598.8013677978515,0.0012026900629722448,0.014794056903395334
2020-06-08,730.8590266524802,730.8590266524802,706.7439184964705,708.7760620117188,31414953,683.4846069335938,603.8692272949219,-0.007713331490478148,0.014916231369154199
2020-06-09,704.6214390965813,714.8726404733965,692.29294201313,694.1670532226562,25857161,688.5921325683594,609.8429187011719,-0.02061160015421193,0.01720267807759075
2020-06-10,696.8539416390396,713.3145716353773,695.4766232532745,709.9727783203125,22132647,694.3093017578125,615.6017156982422,0.022769339201966554,0.017727156251612194
2020-06-11,707.1955445300772,708.0761301554923,691.3897970340737,694.4154663085938,20385805,697.264990234375,619.8070678710938,-0.021912547194450127,0.01971021854947465
2020-06-12,677.3903578499011,719.3885695925972,676.0355556331963,717.4918823242188,38548899,702.8828125,624.6175476074219,0.03323142576056903,0.02127605181246035
2020-06-15,706.7440266277353,734.7202416055604,704.9827954950456,729.1204833984375,53107403,707.1368347167969,629.6659686279297,0.01620729287772482,0.018849304504422758
2020-06-16,741.9683047604242,744.4746053701579,715.9112952066059,730.54296875,51187003,710.8399108886719,635.0573278808594,0.0019509606216687736,0.018837687121097225
2020-06-17,726.2753520321108,738.5586972066078,723.4980791176175,729.481689453125,41782053,714.1681518554688,639.6821716308593,-0.0014527267283003242,0.01895975080470946
2020-06-18,725.7108570793259,751.9032611106536,725.0786081018418,747.7937622070312,40471557,717.6047729492187,644.9711932373046,0.025102854559152066,0.019001645291134923
2020-06-19,754.1612552518901,807.8105634275437,750.5485488531187,794.5337524414062,105804173,725.62958984375,651.2218566894531,0.06250385145822435,0.02620661389462886
2020-06-22,800.8559685231744,814.7650268662464,783.5147529061562,788.550048828125,60198705,733.6069885253906,656.2018041992187,-0.007531088005883757,0.02619220808598105
2020-06-23,790.288816914505,796.4982481167505,774.9798010448966,777.1474609375,37962078,741.905029296875,661.0785131835937,-0.01446019552921285,0.02542770377583466
2020-06-24,783.9212306484618,800.5398941664224,772.9926883895107,780.285888671875,51586221,748.9363403320312,665.7692626953125,0.00403839411710738,0.025205785944564105
2020-06-25,779.9021017250843,789.8371789860777,773.6023667469223,775.7926025390625,39679374,757.0740539550782,670.6457153320313,-0.0057585126144732435,0.023403016876829996
2020-06-26,780.7150021666101,791.191964274281,775.3861571652835,786.5179443359375,30921913,763.97666015625,676.0882946777343,0.01382501168710859,0.022161699620841194
2020-06-29,780.3762638421109,785.6598967514907,774.7313543352946,778.1634521484375,25621946,768.88095703125,681.2009484863281,-0.010622125340768562,0.02286462063344902
2020-06-30,784.418040909027,786.2243641857787,765.6994455798191,769.5606079101562,30276420,772.7827209472656,685.6409582519532,-0.011055317767147188,0.02352882617024684
2020-07-01,776.7408788298266,789.8370801059237,771.3443062214384,784.6889038085938,28464103,778.3034423828125,690.2063793945313,0.01965835535620819,0.023785458396732392
2020-07-02,790.3307243392775,801.4851428535685,786.7259244633,798.19775390625,28789533,783.3438415527344,695.0996862792969,0.017215548776195577,0.023264538776217127
2020-07-03,807.0169546549783,813.0023064997346,801.6664846343106,810.6897583007812,29434266,784.9594421386719,699.1132678222656,0.01565026252378865,0.013438284434778706
2020-07-06,818.4433464240967,842.4751826446228,812.5940628292079,839.6639404296875,47016185,790.0708312988281,703.6410192871094,0.03574016056356322,0.016590804463138088
2020-07-07,843.3821557977242,845.3545651080822,819.0329064848479,826.8092041015625,35189589,795.0370056152344,707.4992163085938,-0.01530938237212709,0.01671130648353047
2020-07-08,827.0813186844387,832.0237061429656,811.6420023700266,815.2694702148438,26204095,798.5353637695313,711.0125427246094,-0.013956948990738627,0.017912230548355567
2020-07-09,820.257200151335,832.0463807901345,809.9416146203339,827.1719970703125,36418942,803.6733032226563,714.7782348632812,0.014599500276064825,0.017768180247103558
2020-07-10,829.0990778284718,854.5365672443328,827.1719444149811,851.5665893554688,43759967,810.1781677246094,719.0425561523438,0.02949155964123218,0.01911791333125926
2020-07-13,863.0383906975433,883.1480789947044,861.519399808991,877.3895263671875,69608392,820.1007751464844,723.4739538574219,0.030324037291391992,0.019037424348030157
2020-07-14,876.9360759259316,880.4274760561808,855.7608159923657,869.2277221679688,67331128,830.0674865722656,728.0176831054688,-0.009302372496982625,0.018805794724544328
2020-07-15,878.7271275560773,897.2498214760561,815.2694681656544,836.1272583007812,139669773,835.2113220214844,731.6717028808594,-0.03808031315962934,0.024373033182542785
2020-07-16,837.4875551151266,847.463061457531,821.8214999600007,835.855224609375,60961724,838.9770690917969,735.3193872070312,-0.0003253496267531242,0.024157378040356583
2020-07-17,836.5806561826539,870.5879989548259,833.4066071401047,866.8245239257812,49726765,844.5905456542969,739.1731042480469,0.03705103276811994,0.0260880014554861
2020-07-20,869.5904298045907,876.0291396123432,861.3606541786958,870.5426025390625,36592938,847.6784118652344,742.6104345703125,0.004289309439980293,0.024058143991171198
2020-07-21,879.2033043086632,896.4336871713532,878.0697280668562,893.9624633789062,42173371,854.3937377929688,746.3819567871094,0.026902601632058376,0.024020664836317776
2020-07-22,899.1541819328522,911.3968402873401,889.0426683207968,908.67626953125,59771457,863.7344177246093,751.3205407714844,0.01645908721573175,0.022812825593744424
2020-07-23,908.6535486923683,943.0009721388485,902.9403320698102,933.0708618164062,58333751,874.3243041992188,756.4662145996094,0.026846296203751896,0.023341722371440853
2020-07-24,933.1615612066566,980.771821076851,933.0708895039387,973.1315307617188,120597372,886.4807983398438,762.9595300292968,0.042934219237461324,0.024780359173279268
2020-07-27,987.9360577935167,997.004667049382,964.8563920667285,977.6884765625,80304827,896.510693359375,769.3321875,0.00468276451510552,0.02418977199285438
2020-07-28,977.688488793748,994.8281988813131,975.1719293046234,987.437255859375,55114422,908.3316467285156,776.0682629394531,0.009971253145123704,0.02312385240581081
2020-07-29,987.5280233959866,989.7497800002742,938.8067942555714,950.6867065429688,72663399,919.7875915527344,782.3569934082032,-0.037218110921308,0.022912570170980404
2020-07-30,951.7522658851112,970.2068959629854,939.5096069794463,956.2185668945312,72857444,931.82392578125,788.5323718261719,0.005818804779208708,0.022590914472751043
2020-07-31,958.7804523943249,965.3551702803413,930.803734578172,937.2877807617188,74958061,938.8702514648437,794.2609436035157,-0.019797551300737792,0.023226340951678633
2020-08-03,930.1236054784066,932.708168854675,908.268186395727,910.9434814453125,46715383,942.9103393554688,799.5502355957032,-0.02810694842836492,0.02591849386074932
2020-08-04,916.2032119273854,982.5855095976556,906.9758674005031,975.1492309570312,92041055,951.0290161132813,806.1913842773438,0.07048269274604091,0.03279124493908063
2020-08-05,983.4924363615606,995.7350350128565,960.5034420662862,964.1989135742188,74549993,956.5812805175781,812.4193408203125,-0.011229376012598213,0.03327627313183585
2020-08-06,978.0511909769217,982.9029063632007,955.7423553761497,967.6676025390625,49322975,960.0409545898438,818.4755212402343,0.003597482755903103,0.03249501027845655
2020-08-07,965.7178986420788,978.41397565965,961.3649973579197,973.2675170898438,32984416,960.0545532226563,824.7145983886719,0.005787022874474301,0.02955427016808028
2020-08-10,979.0034992486231,981.6787342996001,955.8784966522267,961.206298828125,26958997,958.4063354492188,830.207119140625,-0.012392500571459353,0.029771729009078006
2020-08-11,967.9850346750636,979.4115277857607,952.3643158271037,967.5316162109375,46828306,956.415771484375,835.6875073242187,0.006580603342408509,0.02964804020274191
2020-08-12,961.727691023823,972.6100942320181,955.2889807683499,964.7203369140625,30264617,957.8191345214843,841.0579284667969,-0.0029056200849379987,0.026935429295328044
2020-08-13,964.901699164418,969.8440862641454,956.7399270901238,962.2037963867188,24830322,958.4176574707031,846.0334533691406,-0.0026085699980096244,0.02692697951949246
2020-08-14,962.4304992398274,978.0512181796919,947.331262509623,958.4630126953125,33224635,960.5351806640625,850.917001953125,-0.0038877249346278564,0.02602026058550141
2020-08-17,954.4728113825545,954.4728113825545,938.6480809006554,948.2835083007812,30979066,964.2691833496094,855.7071508789063,-0.010620654380710248,0.0242605441749482
2020-08-18,945.4041850307872,967.7583570068861,944.2026051100721,960.6168212890625,30547672,962.8159423828125,861.0361462402344,0.013005934280541531,0.0085647354128172
2020-08-19,970.7963711289713,976.6909912734272,961.8864371354927,966.5114135742188,34087543,963.0471923828125,866.1669189453125,0.006136257615441565,0.008114137663213753
2020-08-20,961.2742374165047,963.0426353692126,946.7644269706007,950.8679809570312,22537845,961.3672302246093,871.2959692382813,-0.016185460820723363,0.0095049454653701
2020-08-21,960.3675019003482,962.1812358935966,941.7768034296275,943.9759521484375,25280895,958.4380737304688,875.8256506347657,-0.007248144796775047,0.009253193101997988
2020-08-24,948.3062160685006,954.2461122540436,938.8294637469554,950.2786254882812,32717218,957.3453063964844,880.2488134765625,0.0066767308271986625,0.009068448510262648
2020-08-25,954.926179130093,957.3293988551819,942.2301027513665,944.0891723632812,19388008,955.0010620117188,884.5197375488282,-0.006513303529077752,0.008775911614011747
2020-08-26,945.404223995661,973.9477001185352,928.1738418761494,969.11865234375,59870421,955.4408935546875,889.3124768066406,0.026511775278402983,0.012662859941230181
2020-08-27,973.9703303109421,974.8772272109728,953.6792992534803,957.0120239257812,28085062,954.9217163085938,893.4968420410156,-0.012492410902101292,0.013304260718744802
2020-08-28,961.2742345079785,967.1235185049004,955.0395957954092,959.528564453125,27166900,955.028271484375,896.79673828125,0.002629580887626215,0.013277386893103173
2020-08-31,985.7595929976718,985.7595929976718,934.2271229260566,943.4544677734375,62076132,954.5453674316407,899.8948266601562,-0.016752077296259382,0.013956303625614423
2020-09-01,952.205597527122,962.362446519786,935.1565603111148,946.4243774414062,38616258,953.126123046875,903.2803649902344,0.0031479099091848983,0.01323169826203588
2020-09-02,948.5781547637196,969.4360033995823,945.4041656068121,964.9923706054688,26949439,952.97421875,906.9744946289062,0.019619098584780614,0.014692286548466578
2020-09-03,964.9017393534515,969.7761228830589,953.5659776492615,957.6921997070312,18586429,953.656640625,910.6124865722657,-0.00756500374594371,0.013871008085240373
2020-09-04,944.7467140146105,950.8226774812872,939.6002554209449,941.8900756835938,28475945,953.4480529785156,913.7199291992188,-0.016500211684162713,0.014748388221498468
2020-09-07,944.950776960414,954.8128835439741,926.9268380792043,944.338623046875,21926473,952.854052734375,917.0434326171875,0.0025996105347050324,0.014595060513883724
2020-09-08,948.578195976428,961.7276915670202,943.3637335909106,955.425048828125,27397082,953.9876403808594,920.7607214355469,0.011739883883473912,0.014902010465420178
2020-09-09,945.4042412879571,982.9483238635318,943.7945186882138,980.023681640625,55310877,955.0781433105469,924.6674169921876,0.02574627161248433,0.014759357702954463
2020-09-10,989.8857107486725,1063.2735913062183,986.3715829983507,1049.2398681640625,140304404,964.300927734375,929.6882592773437,0.07062705506010314,0.02560257562833838
2020-09-11,1048.3332813865745,1060.054399431229,1037.0428539822522,1051.8472900390625,59470807,973.5328002929688,934.5114099121093,0.002485057949201286,0.025606943540320597
2020-09-14,1054.2276724587873,1070.097737564955,1034.7300199764575,1044.048095703125,44063445,983.5921630859375,938.5990930175781,-0.007414759166844309,0.024696790960407465
2020-09-15,1048.3104335818653,1054.5677402462597,1037.5187024549093,1051.4390869140625,27178393,994.0936340332031,943.0916906738281,0.007079167369162143,0.024598761780747012
2020-09-16,1051.9604186878269,1074.3372576523657,1047.6755813917168,1054.0235595703125,33952295,1002.9967529296875,947.8667724609375,0.0024580336497050936,0.024516846370348656
2020-09-17,1051.960379773106,1058.1724701146538,1039.19630018031,1042.3250732421875,25828669,1011.4600402832032,952.169833984375,-0.011098885050438545,0.024807897223198625
2020-09-18,1049.35337764639,1051.711201831605,1032.2590023834325,1045.4765625,33074915,1021.8186889648438,956.0480334472657,0.0030235186111466916,0.023321720567630596
2020-09-21,1042.8919445959598,1059.2154905008208,1019.0187796989217,1022.873046875,33627381,1029.6721313476562,958.9577038574218,-0.02162029875729521,0.025422289888767755
2020-09-22,1032.4629482711289,1032.4629482711289,998.2515919553894,1002.6045532226562,34792254,1034.3900817871095,961.6252404785156,-0.019815258319951234,0.026865623881202876
2020-09-23,1024.7545693680095,1032.3495230627832,999.9519032941756,1011.5143432617188,42988708,1037.5391479492187,965.1329821777343,0.008886644301009605,0.02594242693337279
2020-09-24,1001.1309446575593,1009.3379933129081,986.689136840463,989.0243530273438,29826318,1031.517596435547,968.1963647460938,-0.022233980550245058,0.012218959019897334
2020-09-25,992.561027630643,1003.3526989604931,982.7215890510984,998.319580078125,28374935,1026.1648254394531,970.8262658691406,0.009398380355679858,0.01291701087803894
2020-09-28,1009.7913754651387,1014.7791583315967,1000.7454344947183,1004.9169921875,19666849,1022.2517150878906,973.5137536621094,0.006608517193320784,0.013394256493467033
2020-09-29,1008.884674108282,1026.5684158540985,1004.9171271998327,1017.9759521484375,25842539,1018.9054016113281,975.9940234375,0.01299506333603806,0.014039870133225767
2020-09-30,1024.7546512095244,1027.928640481229,1008.8845849148897,1013.1242065429688,24465159,1014.8154663085937,978.0829821777344,-0.004766070942274325,0.01390504082818567
2020-10-01,1026.4776536649397,1026.4776536649397,1003.8968020817645,1008.9979248046875,20783227,1011.4827514648438,979.6015234375,-0.004072829088114571,0.013674348131674112
2020-10-05,1017.4997065200467,1019.8348626021702,1000.2693849664739,1003.0806274414062,18922799,1007.2431579589844,980.2005053710938,-0.005864528774354727,0.013515733871621116
2020-10-06,1008.9978810960307,1012.9200316663944,998.2968817912705,1002.2417602539062,18412175,1005.180029296875,980.6915710449218,-0.0008362908868450036,0.012029711279103829
2020-10-07,1013.4188487180892,1046.9727737786616,1006.6173920088511,1023.62109375,53170865,1007.2816833496094,981.4152478027344,0.021331513357293774,0.012282010726939655
2020-10-08,1024.3012173405473,1028.3821636698403,1007.5696492243518,1015.345947265625,21077808,1007.66484375,982.7084326171876,-0.008084189095849181,0.012418639904269274
2020-10-09,1013.4188289931045,1021.5806008725526,1005.3023929613358,1012.7160034179688,18545499,1010.0340087890625,983.8383813476562,-0.0025901948540187902,0.00968499098907356
2020-10-12,1013.4188838080661,1022.8275119437076,1009.4513972409951,1014.348388671875,14226473,1011.6368896484375,985.3795935058594,0.0016118884745544015,0.009368731660636585
2020-10-13,1011.4238870505349,1036.4306896985922,1009.2700740618499,1034.140869140625,23112012,1014.55927734375,987.8435412597656,0.019512507428207204,0.010894547489980177
2020-10-14,1033.324638008591,1044.7057362892785,1028.6088696874467,1037.22412109375,26742011,1016.4840942382813,989.0850390625,0.0029814622409103375,0.010310533874508317
2020-10-15,1038.3575230267356,1038.3575230267356,995.2815705789496,1000.4960327148438,20036197,1015.2212768554688,989.8109814453124,-0.03540998288795727,0.015676683770919245
2020-10-16,1004.3502763795697,1012.285249528179,985.1474254749343,986.5757446289062,21583600,1012.9790588378906,990.1891442871093,-0.013913386591014043,0.016181812005265625
2020-10-19,993.0371147391401,1010.5622392043457,977.2123844835455,986.757080078125,31200385,1011.3467041015625,990.458935546875,0.0001838028658276425,0.01613953452380215
2020-10-20,988.0267509433463,994.3747895538761,975.8974318290545,977.552490234375,18482288,1008.8777770996094,990.785859375,-0.00932812140858541,0.016321858204188966
2020-10-21,983.0390454596967,993.9213889927784,951.1854522370077,963.360107421875,34082321,1002.8516784667969,990.7024291992187,-0.014518282091529722,0.014356152509692244
2020-10-22,964.6296137675083,966.9421018379,948.1247264007278,955.35693359375,30802210,996.8527770996094,990.5151611328125,-0.008307562007672242,0.014360005978522621
2020-10-23,954.9262077062731,968.0757029274415,950.5733065108839,958.1229248046875,23422125,991.3934692382812,990.4335437011719,0.0028952437708624768,0.014606443916105745
2020-10-26,953.0897537107387,953.0897537107387,915.2509326492706,920.0573120117188,37324416,981.9643615722656,989.6654296875,-0.03972936228483248,0.017876566232048256
2020-10-27,922.6872638083931,934.0003573150689,909.129685940206,922.5059204101562,36478896,970.8008666992188,989.1498779296875,0.002661365076359834,0.015462449302889177
2020-10-28,925.8158484232022,933.0254473288481,910.2178586428503,912.0542602539062,29924017,958.2838806152344,988.1786267089843,-0.011329640195266277,0.014639446501237444
2020-10-29,905.5022363151312,925.9066672658702,902.7816655110513,919.059814453125,30655304,950.1402587890625,987.2295947265625,0.00768107173499577,0.0135031792688869
2020-10-30,922.0524364064571,936.3809035347286,916.7473024873174,931.5745239257812,34021563,944.64013671875,986.8437255859375,0.013616860704657174,0.01497386957754949
2020-11-02,919.105110257612,919.105110257612,842.9967150587656,851.2944946289062,99366895,931.0938781738281,984.9900964355469,-0.08617671183037945,0.029303536142736748
2020-11-03,856.9851117444604,865.6003029117848,832.0917710410919,839.0292358398438,88691623,917.241552734375,982.7651086425781,-0.01440777412099814,0.029252652477164097
2020-11-04,832.9532636853438,874.6689636295238,832.9532636853438,867.5046997070312,80180117,907.6560119628906,981.2334191894531,0.03393858360452051,0.033062716958735645
2020-11-05,886.4354009237527,889.1559715685411,876.029144746573,886.4580688476562,37205373,900.7661254882812,979.5802075195312,0.02184814577606997,0.034566705200622126
2020-11-06,902.3282137896616,924.9997362683603,896.955016187128,920.0800170898438,66674086,896.9618347167968,978.8415673828125,0.037928413563761865,0.037334281354689906
2020-11-09,935.0206280565577,938.1492815350944,923.1860519106892,929.8515014648438,35838510,897.9412536621094,978.2480261230469,0.01062025497076502,0.03522556203088081
2020-11-10,941.7766770254419,947.671296720315,925.5438649087239,945.2000732421875,36934242,900.2106689453125,978.2829382324219,0.016506476306339612,0.03554092478046665
2020-11-11,947.2179220787752,949.9384928452779,896.9323689240059,905.5928955078125,56724780,899.5645324707032,977.46630859375,-0.04190348568056712,0.03813325237149908
2020-11-12,898.2473016530297,910.6939707303043,890.9923666961812,897.7938232421875,40046527,897.4379333496094,976.1223376464844,-0.008612117325911273,0.03811502005651489
2020-11-13,898.7007816340105,923.4807818666762,898.5874420075651,905.2301635742188,45388670,894.8034973144531,975.0730969238281,0.008282904314463435,0.03791420495041146
2020-11-14,913.6186721505104,913.8000155522184,904.7540741586882,907.9053955078125,5226220,900.4645874023438,974.3934033203125,0.0029553057788429538,0.023844355722375397
2020-11-17,945.4041769988106,945.4041769988106,900.0610116001939,903.8018188476562,46542562,906.941845703125,973.5826672363281,-0.004519828476028609,0.023063292315055325
2020-11-18,903.8018936710494,909.80991365708,888.7706596628595,901.0586547851562,30402290,910.2972412109375,972.4953393554688,-0.0030351389046744393,0.021285476504168486
2020-11-19,901.0585724391551,911.6008364153229,892.4433818817643,894.6878662109375,27796343,911.1202209472656,970.788623046875,-0.007070337253169967,0.02054377987166312
2020-11-20,895.5268130062715,899.5170278650099,859.2523123764714,861.2927856445312,57471248,905.2414978027343,967.0296813964844,-0.03732595671363759,0.019306350615816786
2020-11-23,884.6444304096374,893.2596216864068,873.4220078266853,884.5084228515625,45327567,900.7071899414062,963.6829040527343,0.02695440806421967,0.021476334609538454
2020-11-24,890.538977583329,895.0732820966707,876.0291671598031,890.5616455078125,30936268,895.2433471679688,960.6131750488281,0.0068436009198589165,0.020612336463026595
2020-11-25,897.7939033535697,903.6658556142215,880.6542529167381,883.1934204101562,32637879,893.0033996582031,957.24826171875,-0.008273683393870801,0.01636238010359722
2020-11-26,885.574005389529,890.9924794007771,875.1450800459091,885.3699340820312,25838637,891.7610107421875,953.8751892089844,0.00246436807790551,0.01626826827560887
